Id,Title,Overview,Tagline,Runtime,Budget,Revenue,PosterUrl,BackdropUrl,ImdbUrl,TmdbUrl,OriginalLanguage,ReleaseDate
118,Baby Driver,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",All you need is one killer track.,113,34000000.0000,226945087.0000,https://image.tmdb.org/t/p/w342//rmnQ9jKW72bHu8uKlMjPIb2VLMI.jpg,https://image.tmdb.org/t/p/original//yir5430WblZSZuIMd9C6pIZerfA.jpg,https://www.imdb.com/title/tt3890160,https://www.themoviedb.org/movie/339403,en,2017-06-28 00:00:00.0000000
119,The Silence of the Lambs,"Clarice Starling is a top student at the FBI's training academy. Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism. Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",To enter the mind of a killer she must challenge the mind of a madman.,119,19000000.0000,272742922.0000,https://image.tmdb.org/t/p/w342//rplLJ2hPcOQmkFhTqUte0MkEaO2.jpg,https://image.tmdb.org/t/p/original//pI9B4wppGflpsOD2T6rxgC5Clmz.jpg,https://www.imdb.com/title/tt0102926,https://www.themoviedb.org/movie/274,en,1991-02-01 00:00:00.0000000
120,Saving Private Ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",The mission is a man.,169,70000000.0000,481840909.0000,https://image.tmdb.org/t/p/w342//1wY4psJ5NVEhCuOYROwLH2XExM2.jpg,https://image.tmdb.org/t/p/original//hjQp148VjWF4KjzhsD90OCMr11h.jpg,https://www.imdb.com/title/tt0120815,https://www.themoviedb.org/movie/857,en,1998-07-24 00:00:00.0000000
121,The Prestige,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",Are You Watching Closely?,130,40000000.0000,109676311.0000,https://image.tmdb.org/t/p/w342//Ag2B2KHKQPukjH7WutmgnnSNurZ.jpg,https://image.tmdb.org/t/p/original//yCnJT53HMXAK87xzPAdjdYhZ3JE.jpg,https://www.imdb.com/title/tt0482571,https://www.themoviedb.org/movie/1124,en,2006-10-19 00:00:00.0000000
122,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",No toy gets left behind.,103,200000000.0000,1066969703.0000,https://image.tmdb.org/t/p/w342//4cpGytCB0eqvRks4FAlJoUJiFPG.jpg,https://image.tmdb.org/t/p/original//wE5JGzujfvDPMIfFjJyrhXFjZLc.jpg,https://www.imdb.com/title/tt0435761,https://www.themoviedb.org/movie/10193,en,2010-06-16 00:00:00.0000000
123,Sherlock Holmes,"Eccentric consulting detective, Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.",Nothing escapes him.,129,90000000.0000,524028679.0000,https://image.tmdb.org/t/p/w342//momkKuWburNTqKBF6ez7rvhYVhE.jpg,https://image.tmdb.org/t/p/original//veXdzn7LL0bFIDGmE7tTkvRg0qV.jpg,https://www.imdb.com/title/tt0988045,https://www.themoviedb.org/movie/10528,en,2009-12-23 00:00:00.0000000
124,Charlie and the Chocolate Factory,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",Prepare for a taste of adventure.,115,150000000.0000,474968763.0000,https://image.tmdb.org/t/p/w342//wfGfxtBkhBzQfOZw4S8IQZgrH0a.jpg,https://image.tmdb.org/t/p/original//9iiuv5N3xapRSRVm3qinNDVpcgT.jpg,https://www.imdb.com/title/tt0367594,https://www.themoviedb.org/movie/118,en,2005-07-13 00:00:00.0000000
125,Alice in Wonderland,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",You're invited to a very important date,108,200000000.0000,1025467110.0000,https://image.tmdb.org/t/p/w342//o0kre9wRCZz3jjSjaru7QU0UtFz.jpg,https://image.tmdb.org/t/p/original//20pkC7yJdCV4J1IMKfsCT9QU7zV.jpg,https://www.imdb.com/title/tt1014759,https://www.themoviedb.org/movie/12155,en,2010-03-03 00:00:00.0000000
126,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,"Whoever saves one life, saves the world entire.",195,22000000.0000,321365567.0000,https://image.tmdb.org/t/p/w342//sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,https://image.tmdb.org/t/p/original//loRmRzQXZeqG78TqZuyvSlEQfZb.jpg,https://www.imdb.com/title/tt0108052,https://www.themoviedb.org/movie/424,en,1993-11-30 00:00:00.0000000
127,Return of the Jedi,"Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, while the Emperor seeks to destroy the Rebellion once and for all with a second dreaded Death Star.",The Empire Falls...,135,32350000.0000,572700000.0000,https://image.tmdb.org/t/p/w342//mDCBQNhR6R0PVFucJl0O4Hp5klZ.jpg,https://image.tmdb.org/t/p/original//iP2tEA2A77qhbhRfcFkiD6WFOqH.jpg,https://www.imdb.com/title/tt0086190,https://www.themoviedb.org/movie/1892,en,1983-05-25 00:00:00.0000000
128,Ready Player One,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",A better reality awaits.,140,175000000.0000,582890172.0000,https://image.tmdb.org/t/p/w342//pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg,https://image.tmdb.org/t/p/original//q7fXcrDPJcf6t3rzutaNwTzuKP1.jpg,https://www.imdb.com/title/tt1677720,https://www.themoviedb.org/movie/333339,en,2018-03-28 00:00:00.0000000
129,Black Swan,A journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect.,,108,13000000.0000,329398046.0000,https://image.tmdb.org/t/p/w342//rH19vkjAzCZ0HIUvrgB3rowm68h.jpg,https://image.tmdb.org/t/p/original//dve5Q9HhS1bhLHlJSBjX6cLBBEk.jpg,https://www.imdb.com/title/tt0947798,https://www.themoviedb.org/movie/44214,en,2010-12-03 00:00:00.0000000
130,Captain Marvel,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",Higher. Further. Faster.,124,152000000.0000,1128276090.0000,https://image.tmdb.org/t/p/w342//AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg,https://image.tmdb.org/t/p/original//w2PMyoyLU22YvrGK3smVM9fW1jj.jpg,https://www.imdb.com/title/tt4154664,https://www.themoviedb.org/movie/299537,en,2019-03-06 00:00:00.0000000
131,The Departed,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",Lies. Betrayal. Sacrifice. How far will you take it?,151,90000000.0000,291465000.0000,https://image.tmdb.org/t/p/w342//kWWAt2FMRbqLFFy8o5R4Zr8cMAb.jpg,https://image.tmdb.org/t/p/original//9RuC3UD6mNZ0p1J6RbfJDUkQ03i.jpg,https://www.imdb.com/title/tt0407887,https://www.themoviedb.org/movie/1422,en,2006-10-05 00:00:00.0000000
132,V for Vendetta,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",People should not be afraid of their governments. Governments should be afraid of their people.,132,54000000.0000,132511035.0000,https://image.tmdb.org/t/p/w342//kxekpqZUpO5W65QT12goucFvyx9.jpg,https://image.tmdb.org/t/p/original//hIZrdvAfH74H3vxrE3s40kOrS96.jpg,https://www.imdb.com/title/tt0434409,https://www.themoviedb.org/movie/752,en,2006-02-23 00:00:00.0000000
133,The Hateful Eight,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,No one comes up here without a damn good reason.,188,44000000.0000,155760117.0000,https://image.tmdb.org/t/p/w342//cB932BToOpAGGnYgbzXvyfoiEwM.jpg,https://image.tmdb.org/t/p/original//7gfDVfaw0VaIkUGiEH13o3TIC7A.jpg,https://www.imdb.com/title/tt3460252,https://www.themoviedb.org/movie/273248,en,2015-12-25 00:00:00.0000000
134,Her,"In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",A Spike Jonze Love Story,126,23000000.0000,47351251.0000,https://image.tmdb.org/t/p/w342//yk4J4aewWYNiBhD49WD7UaBBn37.jpg,https://image.tmdb.org/t/p/original//nG5zmbVeYlcDhckrPAe06fArywn.jpg,https://www.imdb.com/title/tt1798709,https://www.themoviedb.org/movie/152601,en,2013-12-18 00:00:00.0000000
135,Star Wars: Episode I - The Phantom Menace,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",Every generation has a legend. Every journey has a first step. Every saga has a beginning.,136,115000000.0000,924317558.0000,https://image.tmdb.org/t/p/w342//6wkfovpn7Eq8dYNKaG5PY3q2oq6.jpg,https://image.tmdb.org/t/p/original//9r4IRZUJ564J38EcLRPM9uUZlVp.jpg,https://www.imdb.com/title/tt0120915,https://www.themoviedb.org/movie/1893,en,1999-05-19 00:00:00.0000000
136,Whiplash,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",The road to greatness can take you to the edge.,107,3300000.0000,13092000.0000,https://image.tmdb.org/t/p/w342//6uSPcdGNA2A6vJmCagXkvnutegs.jpg,https://image.tmdb.org/t/p/original//fRGxZuo7jJUWQsVg9PREb98Aclp.jpg,https://www.imdb.com/title/tt2582802,https://www.themoviedb.org/movie/244786,en,2014-10-10 00:00:00.0000000
137,The Grand Budapest Hotel,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",A murder case of Madam D. With enormous wealth and the most outrageous events surrounding her sudden death!,100,30000000.0000,174600318.0000,https://image.tmdb.org/t/p/w342//eWdyYQreja6JGCzqHWXpWHDrrPo.jpg,https://image.tmdb.org/t/p/original//wMQgG7pzfFoorL4JC0U9YKlkcSl.jpg,https://www.imdb.com/title/tt2278388,https://www.themoviedb.org/movie/120467,en,2014-02-26 00:00:00.0000000
138,Maleficent,"A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficent's true happiness as well.",Don't believe the fairy tale.,97,180000000.0000,758539785.0000,https://image.tmdb.org/t/p/w342//ik8PugpL41s137RAWEGTAWu0dPo.jpg,https://image.tmdb.org/t/p/original//xjotE7aFdZ0D8aGriYjFOtDayct.jpg,https://www.imdb.com/title/tt1587310,https://www.themoviedb.org/movie/102651,en,2014-05-28 00:00:00.0000000
139,The Hobbit: The Battle of the Five Armies,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",Witness the defining chapter of the Middle-Earth saga,144,250000000.0000,956019788.0000,https://image.tmdb.org/t/p/w342//xT98tLqatZPQApyRmlPL12LtiWp.jpg,https://image.tmdb.org/t/p/original//bVmSXNgH1gpHYTDyF9Q826YwJT5.jpg,https://www.imdb.com/title/tt2310332,https://www.themoviedb.org/movie/122917,en,2014-12-10 00:00:00.0000000
140,Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",You can erase someone from your mind. Getting them out of your heart is another story.,108,20000000.0000,72258126.0000,https://image.tmdb.org/t/p/w342//5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg,https://image.tmdb.org/t/p/original//ibw3MvF2GLHVcPJd2PDtOQcMDPq.jpg,https://www.imdb.com/title/tt0338013,https://www.themoviedb.org/movie/38,en,2004-03-19 00:00:00.0000000
141,Pirates of the Caribbean: On Stranger Tides,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",Live Forever Or Die Trying.,137,380000000.0000,1045713802.0000,https://image.tmdb.org/t/p/w342//8fxendLObfOewRllxiM4X9Ey7S4.jpg,https://image.tmdb.org/t/p/original//uzIGtyS6bbnJzGsPL93WCF1FWm8.jpg,https://www.imdb.com/title/tt1298650,https://www.themoviedb.org/movie/1865,en,2011-05-14 00:00:00.0000000
142,Pirates of the Caribbean: At World's End,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.","At the end of the world, the adventure begins.",169,300000000.0000,961000000.0000,https://image.tmdb.org/t/p/w342//cVFKkJ8Kcuf9zSUdUNB7iKOm4nh.jpg,https://image.tmdb.org/t/p/original//kobscH4qOsYQNTZnkrF5zkPCsvX.jpg,https://www.imdb.com/title/tt0449088,https://www.themoviedb.org/movie/285,en,2007-05-19 00:00:00.0000000
143,Memento,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",Some memories are best forgotten.,113,9000000.0000,39723096.0000,https://image.tmdb.org/t/p/w342//yuNs09hvpHVU1cBTCAk9zxsL2oW.jpg,https://image.tmdb.org/t/p/original//q2CtXYjp9IlnfBcPktNkBPsuAEO.jpg,https://www.imdb.com/title/tt0209144,https://www.themoviedb.org/movie/77,en,2000-10-11 00:00:00.0000000
144,Life of Pi,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",Believe The Unbelievable,127,120000000.0000,609016565.0000,https://image.tmdb.org/t/p/w342//leKQao68zra3SY2cPHZLzEbdLKT.jpg,https://image.tmdb.org/t/p/original//gK2WR1ZzknlwYCn1ER4cuG0Dmue.jpg,https://www.imdb.com/title/tt0454876,https://www.themoviedb.org/movie/87827,en,2012-11-20 00:00:00.0000000
145,Catch Me If You Can,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",The true story of a real fake.,141,52000000.0000,352114312.0000,https://image.tmdb.org/t/p/w342//ctjEj2xM32OvBXCq8zAdK3ZrsAj.jpg,https://image.tmdb.org/t/p/original//rwcEaZghpbt6mV0lRQ9ymz5oM9B.jpg,https://www.imdb.com/title/tt0264464,https://www.themoviedb.org/movie/640,en,2002-12-25 00:00:00.0000000
146,Spider-Man 2,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",There's a hero in all of us.,127,200000000.0000,783766341.0000,https://image.tmdb.org/t/p/w342//olxpyq9kJAZ2NU1siLshhhXEPR7.jpg,https://image.tmdb.org/t/p/original//6al048Lat3eLVQOuKtc9h6Tu94d.jpg,https://www.imdb.com/title/tt0316654,https://www.themoviedb.org/movie/558,en,2004-06-25 00:00:00.0000000
147,Léon: The Professional,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.","If you want a job done well, hire a professional.",111,16000000.0000,45284974.0000,https://image.tmdb.org/t/p/w342//jtNOfwZu3zea5grnqpq4nyqXoID.jpg,https://image.tmdb.org/t/p/original//oPcxdm2rNv5xg2sZlzjwKtAiPXl.jpg,https://www.imdb.com/title/tt0110413,https://www.themoviedb.org/movie/101,en,1994-09-14 00:00:00.0000000
148,Brave,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",Change your fate.,93,185000000.0000,538983207.0000,https://image.tmdb.org/t/p/w342//L6qqU6Q3k4MmPojncNbT43FSTL.jpg,https://image.tmdb.org/t/p/original//qx9ts2hBYJrkIQxhryitxnLlm2u.jpg,https://www.imdb.com/title/tt1217209,https://www.themoviedb.org/movie/62177,en,2012-06-21 00:00:00.0000000
149,300,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.","Spartans, prepare for glory!",117,65000000.0000,422610419.0000,https://image.tmdb.org/t/p/w342//lGv19gokQvgC7jgjWqapIachnxU.jpg,https://image.tmdb.org/t/p/original//9BwIgrRbqo9OlWdO8gJ6klv8Qzv.jpg,https://www.imdb.com/title/tt0416449,https://www.themoviedb.org/movie/1271,en,2006-12-09 00:00:00.0000000
150,Men in Black,"After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent Kay and new recruit Agent Jay find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.",Protecting the Earth from the scum of the universe.,98,90000000.0000,589390539.0000,https://image.tmdb.org/t/p/w342//uLOmOF5IzWoyrgIF5MfUnh5pa1X.jpg,https://image.tmdb.org/t/p/original//1GJvBE7UWU1WOVi0XREl4JQc7f8.jpg,https://www.imdb.com/title/tt0119654,https://www.themoviedb.org/movie/607,en,1997-07-02 00:00:00.0000000
151,Venom,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",The world has enough Superheroes.,112,116000000.0000,855013954.0000,https://image.tmdb.org/t/p/w342//2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,https://image.tmdb.org/t/p/original//VuukZLgaCrho2Ar8Scl9HtV3yD.jpg,https://www.imdb.com/title/tt1270797,https://www.themoviedb.org/movie/335983,en,2018-09-28 00:00:00.0000000
152,Jumanji: Welcome to the Jungle,"The tables are turned as four teenagers are sucked into Jumanji's world - pitted against rhinos, black mambas and an endless variety of jungle traps and puzzles. To survive, they'll play as characters from the game.",The game has evolved.,119,90000000.0000,962102237.0000,https://image.tmdb.org/t/p/w342//pSgXKPU5h6U89ipF7HBYajvYt7j.jpg,https://image.tmdb.org/t/p/original//rz3TAyd5kmiJmozp3GUbYeB5Kep.jpg,https://www.imdb.com/title/tt2283362,https://www.themoviedb.org/movie/353486,en,2017-12-09 00:00:00.0000000
153,Twilight,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.","When you can live forever, what do you live for?",122,37000000.0000,393616788.0000,https://image.tmdb.org/t/p/w342//3Gkb6jm6962ADUPaCBqzz9CTbn9.jpg,https://image.tmdb.org/t/p/original//7eK8FJr4fqq3J5W2xvlr2GVaep2.jpg,https://www.imdb.com/title/tt1099212,https://www.themoviedb.org/movie/8966,en,2008-11-20 00:00:00.0000000
154,Edge of Tomorrow,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.","Live, Die, Repeat",113,178000000.0000,370541256.0000,https://image.tmdb.org/t/p/w342//uUHvlkLavotfGsNtosDy8ShsIYF.jpg,https://image.tmdb.org/t/p/original//auZIuHEUec5tBTns3tCRXfayxZq.jpg,https://www.imdb.com/title/tt1631867,https://www.themoviedb.org/movie/137113,en,2014-05-27 00:00:00.0000000
155,Kill Bill: Vol. 2,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",The bride is back for the final cut.,136,30000000.0000,152159461.0000,https://image.tmdb.org/t/p/w342//2yhg0mZQMhDyvUQ4rG1IZ4oIA8L.jpg,https://image.tmdb.org/t/p/original//70EtzaGfO2d8X5n8SLI4s61KuJh.jpg,https://www.imdb.com/title/tt0378194,https://www.themoviedb.org/movie/393,en,2004-04-16 00:00:00.0000000
156,Divergent,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",What makes you different makes you dangerous.,139,85000000.0000,288747895.0000,https://image.tmdb.org/t/p/w342//lmIh6aeCQXA4sLt58l6qB1o54BE.jpg,https://image.tmdb.org/t/p/original//ipikQozG6cAtLqhaFqRneA0LI4o.jpg,https://www.imdb.com/title/tt1840309,https://www.themoviedb.org/movie/157350,en,2014-03-14 00:00:00.0000000
157,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",Ahhh... it's got that new movie smell.,117,120000000.0000,461983149.0000,https://image.tmdb.org/t/p/w342//qa6HCwP4Z15l3hpsASz3auugEW6.jpg,https://image.tmdb.org/t/p/original//sd4xN5xi8tKRPrJOWwNiZEile7f.jpg,https://www.imdb.com/title/tt0317219,https://www.themoviedb.org/movie/920,en,2006-06-08 00:00:00.0000000
158,Reservoir Dogs,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",Every dog has his day.,99,1200000.0000,2859750.0000,https://image.tmdb.org/t/p/w342//AjTtJNumZyUDz33VtMlF1K8JPsE.jpg,https://image.tmdb.org/t/p/original//g6R1OT7ETBLGLeUJOE0pOiAFHcI.jpg,https://www.imdb.com/title/tt0105236,https://www.themoviedb.org/movie/500,en,1992-09-02 00:00:00.0000000
159,Birdman or (The Unexpected Virtue of Ignorance),"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",,120,18000000.0000,103215094.0000,https://image.tmdb.org/t/p/w342//lvWL5ZRlYFh7M7fOvYswcRqyprI.jpg,https://image.tmdb.org/t/p/original//pDqwUJJSaHIv2sxyRYfmYBFeU9C.jpg,https://www.imdb.com/title/tt2562232,https://www.themoviedb.org/movie/194662,en,2014-08-27 00:00:00.0000000
160,Passengers,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.",There is a reason they woke up.,116,110000000.0000,303144152.0000,https://image.tmdb.org/t/p/w342//8NT7Tnq9s0Z4CRbz3WQR15wHCiQ.jpg,https://image.tmdb.org/t/p/original//kSlisKPqHtaFHysIbR6bd76d4Hc.jpg,https://www.imdb.com/title/tt1355644,https://www.themoviedb.org/movie/274870,en,2016-12-21 00:00:00.0000000
161,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",Only the strong will survive,144,178000000.0000,543934787.0000,https://image.tmdb.org/t/p/w342//2mtQwJKVKQrZgTz49Dizb25eOQQ.jpg,https://image.tmdb.org/t/p/original//2ex2beZ4ssMeOduLD0ILzXKCiep.jpg,https://www.imdb.com/title/tt3385516,https://www.themoviedb.org/movie/246655,en,2016-05-18 00:00:00.0000000
162,Toy Story 2,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",The toys are back!,92,90000000.0000,497366869.0000,https://image.tmdb.org/t/p/w342//eVGu0zsezaSCuN67zgNhzjeNI9Z.jpg,https://image.tmdb.org/t/p/original//cmyDcJLkWjIBsB74K7BMA5DL5QU.jpg,https://www.imdb.com/title/tt0120363,https://www.themoviedb.org/movie/863,en,1999-10-30 00:00:00.0000000
163,Justice League,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",,120,300000000.0000,657924295.0000,https://image.tmdb.org/t/p/w342//eifGNCSDuxJeS1loAXil5bIGgvC.jpg,https://image.tmdb.org/t/p/original//jorgjEk6a0bed6jdR5wu4S6ZvRm.jpg,https://www.imdb.com/title/tt0974015,https://www.themoviedb.org/movie/141052,en,2017-11-15 00:00:00.0000000
164,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",In space no one can hear you scream.,117,11000000.0000,104931801.0000,https://image.tmdb.org/t/p/w342//vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,https://image.tmdb.org/t/p/original//AmR3JG1VQVxU8TfAvljUhfSFUOx.jpg,https://www.imdb.com/title/tt0078748,https://www.themoviedb.org/movie/348,en,1979-05-25 00:00:00.0000000
